experiment_name,id,effort_level,component,rating,rt,profile,score_diff,score_weighted,score_slope
ratingclicks_within,47886,High,Physical,19,1.4799,Increasing,7,3.5,3.5
ratingclicks_within,47886,High,Frustration,13,1.4229,Increasing,7,3.5,3.5
ratingclicks_within,47886,High,Temporal,16,2.2441,Increasing,7,3.5,3.5
ratingclicks_within,47886,High,Mental,9,1.6617,Increasing,7,3.5,3.5
ratingclicks_within,47886,High,Performance,8,62.4204,Increasing,7,3.5,3.5
ratingclicks_within,47886,High,Effort,10,1.4554,Increasing,7,3.5,3.5
ratingclicks_within,47899,Low,Pleasure,5,4.414,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Meaning,2,2.562,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Temporal,9,3.996,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Depend,6,5.183,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Physical,12,2.147,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Performance,6,5.28,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Effort,11,2.412,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Efficient,6,4.379,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Frustration,11,2.78,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Low,Mental,14,2.413,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Temporal,11,6.529,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Effort,11,1.246,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Physical,11,0.414,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Meaning,11,0.398,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Depend,12,0.864,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Pleasure,11,0.447,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Mental,11,0.413,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Frustration,11,0.447,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Performance,10,0.415,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,Medium,Efficient,14,0.928,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Mental,16,1.879,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Frustration,19,2.029,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Depend,4,3.113,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Efficient,2,2.83,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Pleasure,1,2.03,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Performance,5,2.496,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Meaning,1,2.798,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Temporal,18,4.128,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Effort,10,1.13,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,47899,High,Physical,11,0.447,Decreasing,-1,-0.5,-0.500000000000002
ratingclicks_within,48116,Low,Effort,6,9.9863,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Performance,3,4.2091,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Efficient,17,4.3755,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Meaning,15,4.47,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Temporal,15,3.2727,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Frustration,13,3.672,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Physical,14,2.7014,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Depend,21,4.6893,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Pleasure,9,2.3391,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Low,Mental,13,2.6275,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Depend,21,6.0705,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Meaning,7,3.1143,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Effort,16,3.2954,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Pleasure,4,2.8303,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Efficient,6,3.6599,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Mental,17,2.3283,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Performance,4,2.7791,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Frustration,18,2.4849,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Temporal,8,8.6965,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,Medium,Physical,16,2.1828,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Pleasure,5,3.5575,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Physical,19,3.861,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Performance,4,3.9275,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Mental,19,2.9809,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Depend,21,17.5055,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Frustration,20,7.4474,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Meaning,3,3.3098,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Temporal,5,2.9617,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Effort,20,4.1118,Increasing,14,7,7.000000000000002
ratingclicks_within,48116,High,Efficient,2,3.7207,Increasing,14,7,7.000000000000002
ratingclicks_within,48142,Low,Efficient,11,5.7012,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Meaning,5,3.8646,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Mental,1,2.5139,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Pleasure,5,3.5309,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Frustration,12,5.9328,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Effort,10,2.6349,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Performance,5,4.7158,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Physical,6,2.4123,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Depend,6,7.9495,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Low,Temporal,6,2.4029,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Pleasure,11,2.0602,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Meaning,3,1.3379,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Efficient,6,2.1311,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Mental,5,2.1501,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Physical,5,3.3863,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Performance,1,5.2823,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Effort,2,6.1927,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Depend,6,9.6135,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Frustration,13,1.5306,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,Medium,Temporal,3,3.0524,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Performance,5,4.3,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Mental,6,1.5433,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Temporal,6,3.334,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Physical,6,1.7894,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Efficient,3,2.5928,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Meaning,6,2.7549,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Frustration,15,2.7675,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Depend,12,3.2404,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Effort,12,5.83,Mixed,2,1,1.0000000000000009
ratingclicks_within,48142,High,Pleasure,15,4.813,Mixed,2,1,1.0000000000000009
ratingclicks_within,48163,Low,Frustration,21,8.676,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Mental,14,3.421,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Physical,21,2.636,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Performance,13,2.737,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Temporal,2,4.103,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Efficient,6,4.337,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Depend,21,3.802,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Pleasure,6,3.053,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Effort,15,3.288,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Low,Meaning,8,2.403,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Physical,21,3.591,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Efficient,15,3.107,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Depend,20,2.799,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Temporal,4,1.77,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Performance,14,3.155,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Meaning,11,5.792,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Frustration,14,4.721,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Mental,17,4.04,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Effort,17,24.373,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,Medium,Pleasure,4,24.231,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Temporal,7,5.858,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Physical,16,1.854,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Performance,9,4.72,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Mental,15,2.12,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Depend,20,3.923,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Efficient,5,2.507,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Frustration,18,2.47,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Effort,14,2.703,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Meaning,5,2.288,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48163,High,Pleasure,6,2.59,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Meaning,10,2.6254,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Effort,10,1.0777,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Temporal,11,0.802,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Efficient,11,1.2441,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Pleasure,11,1.2204,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Mental,10,0.788,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Frustration,10,0.6619,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Physical,10,0.6719,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Depend,11,0.7033,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Low,Performance,10,0.7528,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Frustration,11,14.244,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Effort,11,0.5299,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Efficient,11,0.4705,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Depend,11,0.4358,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Meaning,11,0.5046,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Mental,10,0.5782,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Physical,10,0.5393,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Performance,10,0.6293,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Pleasure,12,0.6013,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,Medium,Temporal,12,0.4467,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Pleasure,13,0.7303,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Mental,10,0.4283,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Depend,10,0.9525,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Performance,10,1.5533,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Physical,11,1.6035,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Temporal,11,0.468,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Meaning,11,0.5359,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Efficient,11,0.4376,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Effort,9,0.4786,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48215,High,Frustration,11,0.4453,Mixed,-1,-0.5,-0.5000000000000019
ratingclicks_within,48331,Low,Temporal,5,2.2467,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Pleasure,1,2.0597,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Effort,17,1.8604,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Performance,9,1.5809,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Meaning,10,1.3467,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Mental,21,2.7964,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Physical,21,0.9279,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Depend,11,1.4803,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Efficient,10,1.6968,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Low,Frustration,17,2.1947,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Efficient,11,1.228,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Physical,13,0.5624,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Frustration,15,0.3799,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Mental,13,0.661,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Pleasure,11,0.4286,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Depend,14,0.3937,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Meaning,11,0.2954,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Performance,12,0.2283,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Temporal,12,0.1952,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,Medium,Effort,12,0.6849,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Efficient,16,0.5935,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Mental,14,0.3623,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Effort,13,0.6943,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Pleasure,12,0.5782,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Depend,12,0.4468,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Meaning,12,0.3467,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Temporal,12,0.2282,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Frustration,12,0.3485,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Performance,12,1.3629,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48331,High,Physical,12,0.3932,Mixed,-4,-2,-2.000000000000003
ratingclicks_within,48336,Low,Pleasure,5,2.5665,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Temporal,16,2.8211,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Performance,1,2.284,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Frustration,6,2.5902,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Mental,1,1.472,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Depend,10,4.1537,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Physical,4,1.3954,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Meaning,3,1.7041,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Effort,7,3.7779,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Low,Efficient,17,1.5033,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Depend,19,3.803,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Mental,6,1.1005,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Frustration,11,1.3611,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Temporal,13,3.8969,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Performance,2,1.4634,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Pleasure,8,2.9255,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Physical,8,2.7295,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Meaning,5,1.5192,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Efficient,13,2.29,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,Medium,Effort,10,2.2642,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Depend,20,12.1278,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Frustration,17,1.6513,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Performance,1,1.4888,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Efficient,8,1.91,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Pleasure,6,1.6978,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Temporal,7,2.2007,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Physical,6,1.4428,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Effort,12,3.7333,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Meaning,5,1.3141,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48336,High,Mental,1,1.3179,Increasing,5,2.5,2.499999999999999
ratingclicks_within,48378,Low,Efficient,11,5.5002,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Effort,13,3.7622,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Meaning,9,2.9239,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Mental,10,2.0089,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Frustration,14,2.6636,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Performance,10,3.4093,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Pleasure,6,3.85,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Temporal,7,3.3242,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Depend,8,3.4835,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Low,Physical,9,3.2976,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Pleasure,5,5.6768,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Depend,6,2.2485,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Physical,7,1.2942,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Effort,7,1.7412,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Meaning,7,1.4992,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Performance,10,1.6739,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Mental,7,3.0159,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Frustration,14,2.7253,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Efficient,12,2.2404,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,Medium,Temporal,5,1.7908,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Physical,7,3.5591,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Meaning,6,1.4305,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Depend,6,1.6276,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Efficient,11,1.9007,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Effort,6,1.4878,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Mental,8,1.0833,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Performance,11,1.788,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Pleasure,3,3.2516,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Temporal,4,1.4264,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48378,High,Frustration,16,2.6009,Decreasing,-7,-3.5,-3.500000000000002
ratingclicks_within,48404,Low,Meaning,11,3.9935,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Performance,3,4.5685,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Temporal,6,3.8956,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Pleasure,8,2.0951,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Physical,1,1.629,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Depend,13,7.7633,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Frustration,1,2.4138,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Effort,3,3.1963,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Mental,3,1.478,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Low,Efficient,13,3.9462,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Pleasure,6,1.8783,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Physical,1,1.3442,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Efficient,12,1.2307,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Effort,1,2.6127,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Meaning,1,2.6804,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Frustration,7,1.8615,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Temporal,1,1.7608,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Mental,3,1.6454,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Depend,6,4.7289,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,Medium,Performance,1,2.5947,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Frustration,3,2.5791,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Meaning,7,1.2104,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Physical,4,1.9367,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Pleasure,4,1.7633,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Performance,3,3.1117,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Efficient,3,2.6938,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Temporal,1,1.4614,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Depend,10,1.8448,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Mental,7,4.7522,Mixed,4,2,2.0000000000000004
ratingclicks_within,48404,High,Effort,7,1.6441,Mixed,4,2,2.0000000000000004
ratingclicks_within,48457,Low,Pleasure,17,12.2944,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Performance,1,3.0126,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Efficient,16,3.9951,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Physical,2,3.8967,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Frustration,1,8.5946,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Meaning,1,4.2961,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Depend,18,6.3782,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Effort,1,4.9934,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Temporal,17,7.261,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Low,Mental,1,2.2783,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Physical,1,4.8608,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Frustration,1,2.3453,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Effort,1,3.3282,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Meaning,1,1.7965,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Pleasure,11,6.9634,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Efficient,16,3.4114,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Mental,1,1.6442,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Depend,13,6.1129,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Performance,1,2.1635,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,Medium,Temporal,17,4.9621,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,High,Efficient,7,3.8602,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,High,Pleasure,1,3.2447,Increasing,17,8.5,8.500000000000004
ratingclicks_within,48457,High,Frustration,21,2.3452,Increasing,17,8.5,8.500000000000004
