experiment_name,experiment_id,id,condition,trial,effort_level,effort_steps,effort_ans,steps_correct,scale_type,rating,rt,gender,age,nasa_tlx
effortobserve,2349,37812,Value,12,High,270,270,1,Value,3.842105263,0.5376,Male,24,52
effortobserve,2349,37812,Value,13,Medium,100,100,1,Value,2.042311662,1.4123000000000001,Male,24,52
effortobserve,2349,37812,Value,14,High,270,270,1,Value,4.271413829,2.1978,Male,24,52
effortobserve,2349,37812,Value,15,Low,30,30,1,Value,1.040591675,1.4527,Male,24,52
effortobserve,2349,37812,Value,16,High,270,270,1,Value,4.425524596,0.8829,Male,24,52
effortobserve,2349,37812,Value,17,Low,30,30,1,Value,1,1.6538,Male,24,52
effortobserve,2349,37812,Value,18,Medium,100,100,1,Value,2.812865497,0.4832,Male,24,52
effortobserve,2349,37954,Liking,1,Low,30,30,1,Liking,1.967901385,3.0693,Female,20,193
effortobserve,2349,37954,Liking,2,Medium,100,100,1,Liking,2.975308793,1.8026,Female,20,193
effortobserve,2349,37954,Liking,3,High,270,270,1,Liking,1.824691433,1.3588,Female,20,193
effortobserve,2349,37954,Liking,4,Low,30,30,1,Liking,3.093827311,1.6034,Female,20,193
effortobserve,2349,37954,Liking,5,High,270,270,1,Liking,3.483950919,1.6182,Female,20,193
effortobserve,2349,37954,Liking,6,Medium,100,100,1,Liking,2.377777778,0.9386,Female,20,193
effortobserve,2349,37954,Liking,7,High,270,270,1,Liking,3.098765734,4.1183,Female,20,193
effortobserve,2349,37954,Liking,8,Medium,100,100,1,Liking,3.138271756,7.5502,Female,20,193
effortobserve,2349,37954,Liking,9,Low,30,30,1,Liking,1.55308657,1.9565,Female,20,193
effortobserve,2349,37954,Liking,10,Medium,100,100,1,Liking,3.143210178,6.9282,Female,20,193
effortobserve,2349,37954,Liking,11,Low,30,30,1,Liking,2.313580548,1.0192,Female,20,193
effortobserve,2349,37954,Liking,12,High,270,270,1,Liking,3.123456941,3.4592,Female,20,193
effortobserve,2349,37954,Liking,13,Medium,100,100,1,Liking,2.496296296,1.2561,Female,20,193
effortobserve,2349,37954,Liking,14,High,270,270,1,Liking,3.691358326,1.5871,Female,20,193
effortobserve,2349,37954,Liking,15,Low,30,30,1,Liking,2.846913882,1.1762,Female,20,193
effortobserve,2349,37954,Liking,16,High,270,270,1,Liking,3.079012496,1.0741,Female,20,193
effortobserve,2349,37954,Liking,17,Low,30,270,0,Liking,4.288888889,1.86,Female,20,193
effortobserve,2349,37954,Liking,18,Medium,100,100,1,Liking,2.664197682,2.5579,Female,20,193
effortobserve,2349,38056,Liking,1,Low,30,30,1,Liking,3.001119792,6.8547,Female,19,52
effortobserve,2349,38056,Liking,2,Medium,100,100,1,Liking,2.986484375,2.1313,Female,19,52
effortobserve,2349,38056,Liking,3,High,270,270,1,Liking,3.988229167,0.9569,Female,19,52
effortobserve,2349,38056,Liking,4,Low,30,30,1,Liking,3.966692708,1.111,Female,19,52
effortobserve,2349,38056,Liking,5,High,270,270,1,Liking,3.017291667,0.9676,Female,19,52
effortobserve,2349,38056,Liking,6,Medium,100,100,1,Liking,3.978489583,2.3185,Female,19,52
effortobserve,2349,38056,Liking,7,High,270,270,1,Liking,4.061796875,0.7592,Female,19,52
effortobserve,2349,38056,Liking,8,Medium,100,100,1,Liking,3.954348958,1.4643,Female,19,52
effortobserve,2349,38056,Liking,9,Low,30,30,1,Liking,2.955651042,0.725,Female,19,52
effortobserve,2349,38056,Liking,10,Medium,100,100,1,Liking,2.020963542,0.6859,Female,19,52
effortobserve,2349,38056,Liking,11,Low,30,30,1,Liking,3.036614583,2.797,Female,19,52
effortobserve,2349,38056,Liking,12,High,270,270,1,Liking,2.025130208,0.7349,Female,19,52
effortobserve,2349,38056,Liking,13,Medium,100,100,1,Liking,2.828020833,1.1259,Female,19,52
effortobserve,2349,38056,Liking,14,High,270,270,1,Liking,2.368333333,0.9472,Female,19,52
effortobserve,2349,38056,Liking,15,Low,30,30,1,Liking,1.851276042,2.1787,Female,19,52
effortobserve,2349,38056,Liking,16,High,270,270,1,Liking,3.077447917,1.5515,Female,19,52
effortobserve,2349,38056,Liking,17,Low,30,30,1,Liking,3.224791667,1.1162,Female,19,52
effortobserve,2349,38056,Liking,18,Medium,100,100,1,Liking,4.305989583,1.0004,Female,19,52
effortobserve,2349,38401,Value,1,Low,30,30,1,Value,2.006875,4.3356,Female,20,146
effortobserve,2349,38401,Value,2,Medium,100,100,1,Value,3.034976852,2.27,Female,20,146
effortobserve,2349,38401,Value,3,High,270,270,1,Value,4.988055556,1.7078,Female,20,146
effortobserve,2349,38401,Value,4,Low,30,30,1,Value,1.011967593,3.9094,Female,20,146
effortobserve,2349,38401,Value,5,High,270,270,1,Value,4.955648148,1.2425,Female,20,146
effortobserve,2349,38401,Value,6,Medium,100,100,1,Value,2.965578704,1.9376,Female,20,146
effortobserve,2349,38401,Value,7,High,270,270,1,Value,3.971111111,2.3864,Female,20,146
effortobserve,2349,38401,Value,8,Medium,100,100,1,Value,3.016805556,1.6201,Female,20,146
effortobserve,2349,38401,Value,9,Low,30,100,0,Value,3.955740741,1.7443,Female,20,146
effortobserve,2349,38401,Value,10,Medium,100,100,1,Value,3.010416667,0.9543,Female,20,146
effortobserve,2349,38401,Value,11,Low,30,30,1,Value,2.941851852,2.389,Female,20,146
effortobserve,2349,38401,Value,12,High,270,270,1,Value,2.991967593,3.1043,Female,20,146
effortobserve,2349,38401,Value,13,Medium,100,100,1,Value,1.039884259,4.7728,Female,20,146
effortobserve,2349,38401,Value,14,High,270,270,1,Value,4.004837963,4.1708,Female,20,146
effortobserve,2349,38401,Value,15,Low,30,30,1,Value,1.949907407,3.1079,Female,20,146
effortobserve,2349,38401,Value,16,High,270,270,1,Value,2.969722222,4.199,Female,20,146
effortobserve,2349,38401,Value,17,Low,30,30,1,Value,4.064722222,2.0715,Female,20,146
effortobserve,2349,38401,Value,18,Medium,100,100,1,Value,3.047777778,1.8398,Female,20,146
effortobserve,2349,38437,Liking,1,Low,30,30,1,Liking,2.007629018,5.3797,Female,22,104
effortobserve,2349,38437,Liking,2,Medium,100,100,1,Liking,4.005103971,2.6253,Female,22,104
effortobserve,2349,38437,Liking,3,High,270,270,1,Liking,1.941833119,2.276,Female,22,104
effortobserve,2349,38437,Liking,4,Low,30,30,1,Liking,2.964605261,2.4813,Female,22,104
effortobserve,2349,38437,Liking,5,High,270,270,1,Liking,3.943722949,3.1762,Female,22,104
effortobserve,2349,38437,Liking,6,Medium,100,100,1,Liking,3.952717722,2.3473,Female,22,104
effortobserve,2349,38437,Liking,7,High,270,270,1,Liking,2.014920835,4.1064,Female,22,104
effortobserve,2349,38437,Liking,8,Medium,100,100,1,Liking,1.922516623,2.913,Female,22,104
effortobserve,2349,38437,Liking,9,Low,30,30,1,Liking,2.98782311,3.4694,Female,22,104
effortobserve,2349,38437,Liking,10,Medium,100,100,1,Liking,4.993006577,1.4997,Female,22,104
effortobserve,2349,38437,Liking,11,Low,30,30,1,Liking,3.044950132,1.8112,Female,22,104
effortobserve,2349,38437,Liking,12,High,270,270,1,Liking,4.003096592,2.7645,Female,22,104
effortobserve,2349,38437,Liking,13,Medium,100,100,1,Liking,3.004293183,1.4223,Female,22,104
effortobserve,2349,38437,Liking,14,High,270,270,1,Liking,1.996903408,1.2118,Female,22,104
effortobserve,2349,38437,Liking,15,Low,30,30,1,Liking,1.9339415,1.5677,Female,22,104
effortobserve,2349,38437,Liking,16,High,270,270,1,Liking,1.018133093,1.2118,Female,22,104
effortobserve,2349,38437,Liking,17,Low,30,30,1,Liking,4.083230478,1.0527,Female,22,104
effortobserve,2349,38437,Liking,18,Medium,100,100,1,Liking,2.984260088,1.3725,Female,22,104
effortobserve,2349,38505,Liking,1,Low,30,30,1,Liking,2.995061728,4.4988,Male,21,142
effortobserve,2349,38505,Liking,2,Medium,100,100,1,Liking,3.395061728,4.4639,Male,21,142
effortobserve,2349,38505,Liking,3,High,270,270,1,Liking,2.945679012,2.6768,Male,21,142
effortobserve,2349,38505,Liking,4,Low,30,30,1,Liking,1.814814815,3.1582,Male,21,142
effortobserve,2349,38505,Liking,5,High,270,270,1,Liking,3.740740741,1.0749,Male,21,142
effortobserve,2349,38505,Liking,6,Medium,100,100,1,Liking,3.760493827,0.558,Male,21,142
effortobserve,2349,38505,Liking,7,High,270,270,1,Liking,2.437037037,0.5189,Male,21,142
effortobserve,2349,38505,Liking,8,Medium,100,100,1,Liking,3.750617284,0.4612,Male,21,142
effortobserve,2349,38505,Liking,9,Low,30,30,1,Liking,1.938271605,0.6405,Male,21,142
effortobserve,2349,38505,Liking,10,Medium,100,100,1,Liking,2.451851852,0.5057,Male,21,142
effortobserve,2349,38505,Liking,11,Low,30,30,1,Liking,3.335802469,0.4416,Male,21,142
effortobserve,2349,38505,Liking,12,High,270,270,1,Liking,2.511111111,0.5431,Male,21,142
effortobserve,2349,38505,Liking,13,Medium,100,100,1,Liking,2.792592593,0.187,Male,21,142
effortobserve,2349,38505,Liking,14,High,270,270,1,Liking,4.04691358,0.0444,Male,21,142
effortobserve,2349,38505,Liking,15,Low,30,30,1,Liking,4.101234568,0.394,Male,21,142
effortobserve,2349,38505,Liking,16,High,270,270,1,Liking,2.387654321,0.9401,Male,21,142
effortobserve,2349,38505,Liking,17,Low,30,30,1,Liking,2.718518519,0.3583,Male,21,142
effortobserve,2349,38505,Liking,18,Medium,100,100,1,Liking,4.249382716,0.241,Male,21,142
effortobserve,2349,38629,Value,1,Low,30,30,1,Value,1.987654321,6.5785,Male,22,136
effortobserve,2349,38629,Value,2,Medium,100,100,1,Value,2.985185411,2.5194,Male,22,136
effortobserve,2349,38629,Value,3,High,270,270,1,Value,4.002469287,2.3512,Male,22,136
effortobserve,2349,38629,Value,4,Low,30,30,1,Value,1.014814777,2.8531,Male,22,136
effortobserve,2349,38629,Value,5,High,270,270,1,Value,3.962962963,1.6339,Male,22,136
effortobserve,2349,38629,Value,6,Medium,100,100,1,Value,2.975308642,4.7925,Male,22,136
effortobserve,2349,38629,Value,7,High,270,270,1,Value,4.032098841,1.8342,Male,22,136
effortobserve,2349,38629,Value,8,Medium,100,100,1,Value,3.004938196,5.1013,Male,22,136
effortobserve,2349,38629,Value,9,Low,30,30,1,Value,1.039506135,5.1857,Male,22,136
effortobserve,2349,38629,Value,10,Medium,100,100,1,Value,4.017283875,2.5591,Male,22,136
effortobserve,2349,38629,Value,11,Low,30,30,1,Value,2.965432249,2.1689,Male,22,136
effortobserve,2349,38629,Value,12,High,270,30,0,Value,3.933333409,3.1213,Male,22,136
effortobserve,2349,38629,Value,13,Medium,100,100,1,Value,1.967901159,3.3807,Male,22,136
effortobserve,2349,38629,Value,14,High,270,270,1,Value,3.064197682,5.2204,Male,22,136
effortobserve,2349,38629,Value,15,Low,30,30,1,Value,1.972839732,1.6524,Male,22,136
effortobserve,2349,38629,Value,16,High,270,270,1,Value,2.056790199,1.8562,Male,22,136
effortobserve,2349,38629,Value,17,Low,30,270,0,Value,1.972839732,4.5315,Male,22,136
effortobserve,2349,38629,Value,18,Medium,100,100,1,Value,2.674074149,6.6596,Male,22,136
effortobserve,2349,38798,Liking,1,Low,30,30,1,Liking,3.511695906,9.1147,Male,20,266
effortobserve,2349,38798,Value,1,Low,30,30,1,Value,3.076023392,6.0668,Male,20,266
effortobserve,2349,38798,Value,1,Low,30,30,1,Value,4.31871345,0.7419,Male,20,266
effortobserve,2349,38798,Liking,2,Medium,100,100,1,Liking,1.608187135,5.0779,Male,20,266
effortobserve,2349,38798,Value,2,Medium,100,100,1,Value,4.941520468,1.4482,Male,20,266
effortobserve,2349,38798,Value,2,Medium,100,100,1,Value,3.839181287,0.4666,Male,20,266
effortobserve,2349,38798,Liking,3,High,270,270,1,Liking,2.447368421,4.8581,Male,20,266
effortobserve,2349,38798,Value,3,High,270,270,1,Value,3.213450292,2.8309,Male,20,266
effortobserve,2349,38798,Value,3,High,270,270,1,Value,3.64619883,1.0377,Male,20,266
effortobserve,2349,38798,Liking,4,Low,30,30,1,Liking,4.502923977,5.4635,Male,20,266
effortobserve,2349,38798,Value,4,Low,30,30,1,Value,3.602339181,1.2898,Male,20,266
effortobserve,2349,38798,Value,4,Low,30,30,1,Value,3.722222222,1.1241,Male,20,266
effortobserve,2349,38798,Liking,5,High,270,30,0,Liking,4.473684211,3.7156,Male,20,266
effortobserve,2349,38798,Value,5,High,270,270,1,Value,2.567251462,0.8744,Male,20,266
effortobserve,2349,38798,Value,5,High,270,100,0,Value,4.228070175,0.4677,Male,20,266
effortobserve,2349,38798,Liking,6,Medium,100,100,1,Liking,3.026315789,1.2576,Male,20,266
effortobserve,2349,38798,Value,6,Medium,100,100,1,Value,2.260233918,0.9853,Male,20,266
effortobserve,2349,38798,Value,6,Medium,100,100,1,Value,2.374269006,0.5248,Male,20,266
effortobserve,2349,38894,Value,1,Low,30,30,1,Value,1.026666667,6.205,Female,22,255
effortobserve,2349,38894,Value,2,Medium,100,100,1,Value,3.026666667,2.778,Female,22,255
effortobserve,2349,38894,Value,3,High,270,270,1,Value,3.013333333,1.811,Female,22,255
effortobserve,2349,38894,Value,4,Low,30,30,1,Value,2.26,1.845,Female,22,255
effortobserve,2349,38894,Value,5,High,270,270,1,Value,2.7,1.794,Female,22,255
effortobserve,2349,38894,Value,6,Medium,100,100,1,Value,2.826666667,1.944,Female,22,255
effortobserve,2349,38894,Value,7,High,270,270,1,Value,2.786666667,2.895,Female,22,255
effortobserve,2349,38894,Value,8,Medium,100,100,1,Value,1.026666667,1.211,Female,22,255
effortobserve,2349,38894,Value,9,Low,30,30,1,Value,1.053333333,1.345,Female,22,255
effortobserve,2349,38894,Value,10,Medium,100,100,1,Value,1.733333333,1.011,Female,22,255
effortobserve,2349,38894,Value,11,Low,30,30,1,Value,2.64,0.776,Female,22,255
effortobserve,2349,38894,Value,12,High,270,270,1,Value,3.453333333,1.071,Female,22,255
effortobserve,2349,38894,Value,13,Medium,100,100,1,Value,3.566666667,1.277,Female,22,255
effortobserve,2349,38894,Value,14,High,270,270,1,Value,3.093333333,1.278,Female,22,255
effortobserve,2349,38894,Value,15,Low,30,30,1,Value,3.2,1.51,Female,22,255
effortobserve,2349,38894,Value,16,High,270,270,1,Value,3.966666667,3.964,Female,22,255
effortobserve,2349,38894,Value,17,Low,30,30,1,Value,2.833333333,0.758,Female,22,255
effortobserve,2349,38894,Value,18,Medium,100,100,1,Value,3.373333333,1.694,Female,22,255
effortobserve,2349,38897,Liking,1,Low,30,30,1,Liking,1.516049533,2.8921,Male,21,208
effortobserve,2349,38897,Liking,2,Medium,100,100,1,Liking,1.46172847,1.7886,Male,21,208
effortobserve,2349,38897,Liking,3,High,270,270,1,Liking,4,1.2063,Male,21,208
effortobserve,2349,38897,Liking,4,Low,30,30,1,Liking,1.427160645,1.3406,Male,21,208
effortobserve,2349,38897,Liking,5,High,270,270,1,Liking,1.069135878,1.1318,Male,21,208
effortobserve,2349,38897,Liking,6,Medium,100,100,1,Liking,3.377777778,1.1698,Male,21,208
effortobserve,2349,38897,Liking,7,High,270,270,1,Liking,1.019753237,1.6204,Male,21,208
effortobserve,2349,38897,Liking,8,Medium,100,100,1,Liking,3.004938422,0.8499,Male,21,208
effortobserve,2349,38897,Liking,9,Low,30,30,1,Liking,1.9827162,2.3887,Male,21,208
effortobserve,2349,38897,Liking,10,Medium,100,100,1,Liking,2.417284252,0.7696,Male,21,208
effortobserve,2349,38897,Liking,11,Low,30,30,1,Liking,3.767901385,0.8198,Male,21,208
effortobserve,2349,38897,Liking,12,High,270,270,1,Liking,2.123456941,0.6195,Male,21,208
effortobserve,2349,38897,Liking,13,Medium,100,100,1,Liking,2.9827162,1.0955,Male,21,208
effortobserve,2349,38897,Liking,14,High,270,270,1,Liking,2.990123607,0.6184,Male,21,208
effortobserve,2349,38897,Liking,15,Low,30,30,1,Liking,2.251851852,1.4445,Male,21,208
effortobserve,2349,38897,Liking,16,High,270,270,1,Liking,3.975308793,0.675,Male,21,208
effortobserve,2349,38897,Liking,17,Low,30,30,1,Liking,1,0.995,Male,21,208
effortobserve,2349,38897,Liking,18,Medium,100,100,1,Liking,3.97037037,0.8062,Male,21,208
effortobserve,2349,38908,Liking,1,Low,30,30,1,Liking,2.30650463,4.3474,Male,22,151
effortobserve,2349,38908,Liking,2,Medium,100,100,1,Liking,1.754560185,2.2536,Male,22,151
effortobserve,2349,38908,Liking,3,High,270,270,1,Liking,1.120625,0.7177,Male,22,151
effortobserve,2349,38908,Liking,4,Low,30,30,1,Liking,4.144583333,0.7029,Male,22,151
effortobserve,2349,38908,Liking,5,High,270,270,1,Liking,1.199189815,0.7142,Male,22,151
effortobserve,2349,38908,Liking,6,Medium,100,100,1,Liking,1.833287037,2.6868,Male,22,151
effortobserve,2349,38908,Liking,7,High,270,270,1,Liking,1.634537037,5.3978,Male,22,151
effortobserve,2349,38908,Liking,8,Medium,100,100,1,Liking,1.98875,1.4193,Male,22,151
effortobserve,2349,38908,Liking,9,Low,30,30,1,Liking,1.316203704,0.5693,Male,22,151
effortobserve,2349,38908,Liking,10,Medium,100,100,1,Liking,1.129259259,0.6967,Male,22,151
effortobserve,2349,38908,Liking,11,Low,30,30,1,Liking,1.12662037,0.6784,Male,22,151
effortobserve,2349,38908,Liking,12,High,270,270,1,Liking,1.752615741,0.4867,Male,22,151
effortobserve,2349,38908,Liking,13,Medium,100,100,1,Liking,1.846875,1.0361,Male,22,151
effortobserve,2349,38908,Liking,14,High,270,270,1,Liking,2.004907407,0.8568,Male,22,151
effortobserve,2349,38908,Liking,15,Low,30,30,1,Liking,2.781296296,1.0512,Male,22,151
effortobserve,2349,38908,Liking,16,High,270,270,1,Liking,2.313310185,1.41,Male,22,151
effortobserve,2349,38908,Liking,17,Low,30,30,1,Liking,2.882800926,1.4536,Male,22,151
effortobserve,2349,38908,Liking,18,Medium,100,100,1,Liking,1.659259259,4.6846,Male,22,151
effortobserve,2349,39486,Liking,1,Low,30,30,1,Liking,2.013125,3.5469,Female,20,172
effortobserve,2349,39486,Liking,2,Medium,100,100,1,Liking,3.067476852,1.6445,Female,20,172
effortobserve,2349,39486,Liking,3,High,270,270,1,Liking,3.993587963,1.5791,Female,20,172
effortobserve,2349,39486,Liking,4,Low,30,30,1,Liking,3.033726852,1.0877,Female,20,172
effortobserve,2349,39486,Liking,5,High,270,270,1,Liking,3.004768519,1.7142,Female,20,172
effortobserve,2349,39486,Liking,6,Medium,100,100,1,Liking,3.978217593,1.0354,Female,20,172
effortobserve,2349,39486,Liking,7,High,270,270,1,Liking,4.99474537,0.6144,Female,20,172
effortobserve,2349,39486,Liking,8,Medium,100,100,1,Liking,3.04849537,1.1947,Female,20,172
effortobserve,2349,39486,Liking,9,Low,30,30,1,Liking,4.938634259,0.7381,Female,20,172
effortobserve,2349,39486,Liking,10,Medium,100,100,1,Liking,3.998402778,0.9428,Female,20,172
effortobserve,2349,39486,Liking,11,Low,30,30,1,Liking,2.004282407,1.7549,Female,20,172
effortobserve,2349,39486,Liking,12,High,270,270,1,Liking,3.079560185,1.336,Female,20,172
effortobserve,2349,39486,Liking,13,Medium,100,100,1,Liking,4.964861111,0.7105,Female,20,172
effortobserve,2349,39486,Liking,14,High,270,270,1,Liking,4.059490741,0.6292,Female,20,172
effortobserve,2349,39486,Liking,15,Low,30,30,1,Liking,3.029305556,0.4928,Female,20,172
effortobserve,2349,39486,Liking,16,High,270,270,1,Liking,3.934606481,0.6256,Female,20,172
effortobserve,2349,39486,Liking,17,Low,30,30,1,Liking,3.971435185,1.1247,Female,20,172
effortobserve,2349,39486,Liking,18,Medium,100,100,1,Liking,4.12787037,0.6399,Female,20,172
effortobserve,2349,40546,Value,1,Low,30,30,1,Value,1.00712963,4.6358,Female,19,218
effortobserve,2349,40546,Value,2,Medium,100,100,1,Value,2.000324074,2.4746,Female,19,218
effortobserve,2349,40546,Value,3,High,270,270,1,Value,1.945833333,2.351,Female,19,218
effortobserve,2349,40546,Value,4,Low,30,30,1,Value,2.964490741,1.2876,Female,19,218
effortobserve,2349,40546,Value,5,High,270,270,1,Value,1.022847222,3.8751,Female,19,218
effortobserve,2349,40546,Value,6,Medium,100,100,1,Value,2.056319444,2.4866,Female,19,218
effortobserve,2349,40546,Value,7,High,270,100,0,Value,3.008611111,2.8061,Female,19,218
effortobserve,2349,40546,Value,8,Medium,100,100,1,Value,2.991944444,1.3374,Female,19,218
effortobserve,2349,40546,Value,9,Low,30,30,1,Value,1.117939815,1.8717,Female,19,218
effortobserve,2349,40546,Value,10,Medium,100,100,1,Value,1.667523148,4.8883,Female,19,218
effortobserve,2349,40546,Value,11,Low,30,30,1,Value,1.042731481,1.2513,Female,19,218
effortobserve,2349,40546,Value,12,High,270,30,0,Value,2.32537037,2.8703,Female,19,218
effortobserve,2349,40546,Value,13,Medium,100,100,1,Value,3.564768519,4.7368,Female,19,218
effortobserve,2349,40546,Value,14,High,270,270,1,Value,4.357361111,5.3136,Female,19,218
effortobserve,2349,40546,Value,15,Low,30,30,1,Value,1.43587963,2.9377,Female,19,218
effortobserve,2349,40546,Value,16,High,270,270,1,Value,4.229351852,4.0593,Female,19,218
effortobserve,2349,40546,Value,17,Low,30,30,1,Value,1.27462963,5.5623,Female,19,218
effortobserve,2349,40546,Value,18,Medium,100,100,1,Value,2.037152778,3.3728,Female,19,218
effortobserve,2349,40699,Value,1,Low,30,30,1,Value,1.036837203,7.334,Female,27,104
effortobserve,2349,40699,Value,2,Medium,100,100,1,Value,1.542514468,4.6005,Female,27,104
effortobserve,2349,40699,Value,3,High,270,270,1,Value,2.213062789,3.1493,Female,27,104
effortobserve,2349,40699,Value,4,Low,30,30,1,Value,1.023017578,1.4206,Female,27,104
effortobserve,2349,40699,Value,5,High,270,270,1,Value,2.189714265,3.7865,Female,27,104
effortobserve,2349,40699,Value,6,Medium,100,100,1,Value,1.36429796,2.5217,Female,27,104
effortobserve,2349,40699,Value,7,High,270,270,1,Value,2.373528646,3.5126,Female,27,104
effortobserve,2349,40699,Value,8,Medium,100,100,1,Value,1.224725477,1.2214,Female,27,104
effortobserve,2349,40699,Value,9,Low,30,30,1,Value,1.031756727,0.9891,Female,27,104
effortobserve,2349,40699,Value,10,Medium,100,100,1,Value,1.32508572,3.3262,Female,27,104
effortobserve,2349,40699,Value,11,Low,30,30,1,Value,1.063604782,0.841,Female,27,104
effortobserve,2349,40699,Value,12,High,270,270,1,Value,3.020444517,1.4222,Female,27,104
effortobserve,2349,40699,Value,13,Medium,100,100,1,Value,2.745913267,3.1399,Female,27,104
effortobserve,2349,40699,Value,14,High,270,270,1,Value,3.212594401,1.2533,Female,27,104
effortobserve,2349,40699,Value,15,Low,30,100,0,Value,1.250373806,2.309,Female,27,104
effortobserve,2349,40699,Value,16,High,270,270,1,Value,2.946740451,1.9405,Female,27,104
effortobserve,2349,40699,Value,17,Low,30,30,1,Value,1.996636285,7.7111,Female,27,104
effortobserve,2349,40699,Value,18,Medium,100,100,1,Value,3.596134259,1.7914,Female,27,104
effortobserve,2349,40750,Value,1,Low,30,30,1,Value,1.010416667,6.025,Female,18,354
effortobserve,2349,40750,Value,2,Medium,100,100,1,Value,1.979166667,6.891,Female,18,354
effortobserve,2349,40750,Value,3,High,270,270,1,Value,2.96875,1.4781,Female,18,354
effortobserve,2349,40750,Value,4,Low,30,30,1,Value,4.020833333,4.5243,Female,18,354
effortobserve,2349,40750,Value,5,High,270,270,1,Value,4.947916667,1.9287,Female,18,354
effortobserve,2349,40750,Value,6,Medium,100,100,1,Value,1.130208333,1.0691,Female,18,354
effortobserve,2349,40750,Value,7,High,270,270,1,Value,2.953125,1.1189,Female,18,354
effortobserve,2349,40750,Value,8,Medium,100,100,1,Value,1.942708333,0.9865,Female,18,354
effortobserve,2349,40750,Value,9,Low,30,30,1,Value,2.973958333,1.0723,Female,18,354
effortobserve,2349,40750,Value,10,Medium,100,100,1,Value,3.96875,11.8382,Female,18,354
effortobserve,2349,40750,Value,11,Low,30,30,1,Value,2.010416667,1.9625,Female,18,354
effortobserve,2349,40750,Value,12,High,270,270,1,Value,4.03125,12.74,Female,18,354
effortobserve,2349,40750,Value,13,Medium,100,100,1,Value,4.958333333,2.9718,Female,18,354
effortobserve,2349,40750,Value,14,High,270,270,1,Value,4.046875,2.6228,Female,18,354
effortobserve,2349,40750,Value,15,Low,30,30,1,Value,2.098958333,3.6374,Female,18,354
effortobserve,2349,40750,Value,16,High,270,270,1,Value,2.973958333,1.4373,Female,18,354
effortobserve,2349,40750,Value,17,Low,30,30,1,Value,3.026041667,2.5413,Female,18,354
effortobserve,2349,40750,Value,18,Medium,100,100,1,Value,4.010416667,6.607,Female,18,354
effortobserve,2349,40752,Value,1,Low,30,30,1,Value,1.011967617,4.801,Male,19,140
effortobserve,2349,40752,Value,2,Medium,100,100,1,Value,1.986272439,3.324,Male,19,140
effortobserve,2349,40752,Value,3,High,270,270,1,Value,4.852868708,1.36,Male,19,140
effortobserve,2349,40752,Value,4,Low,30,30,1,Value,4.982400563,1.505,Male,19,140
effortobserve,2349,40752,Value,5,High,270,270,1,Value,4.475536783,2.448,Male,19,140
effortobserve,2349,40752,Value,6,Medium,100,100,1,Value,3.157690954,1.656,Male,19,140
effortobserve,2349,40752,Value,7,High,270,270,1,Value,4.80781415,1.11,Male,19,140
effortobserve,2349,40752,Value,8,Medium,100,100,1,Value,2.448081661,2.009,Male,19,140
effortobserve,2349,40752,Value,9,Low,30,30,1,Value,2.138331573,1.024,Male,19,140
effortobserve,2349,40752,Value,10,Medium,100,100,1,Value,2.205913411,1.018,Male,19,140
effortobserve,2349,40752,Value,11,Low,30,30,1,Value,4.993664203,0.866,Male,19,140
effortobserve,2349,40752,Value,12,High,270,270,1,Value,3.01126364,0.654,Male,19,140
effortobserve,2349,40752,Value,13,Medium,100,100,1,Value,3.022527279,1.024,Male,19,140
effortobserve,2349,40752,Value,14,High,270,270,1,Value,1.299190426,2.174,Male,19,140
effortobserve,2349,40752,Value,15,Low,30,30,1,Value,1.000703977,3.124,Male,19,140
effortobserve,2349,40752,Value,16,High,270,270,1,Value,4.01935938,5.847,Male,19,140
effortobserve,2349,40752,Value,17,Low,30,30,1,Value,3.022527279,1.397,Male,19,140
effortobserve,2349,40752,Value,18,Medium,100,100,1,Value,2.859204505,1.82,Male,19,140
effortobserve,2349,41029,Value,1,Low,30,30,1,Value,2.008098958,4.5749,Female,20,99
effortobserve,2349,41029,Value,2,Medium,100,100,1,Value,3.03359375,2.2492,Female,20,99
effortobserve,2349,41029,Value,3,High,270,270,1,Value,3.997447917,2.3979,Female,20,99
effortobserve,2349,41029,Value,4,Low,30,30,1,Value,1.306640625,1.1049,Female,20,99
effortobserve,2349,41029,Value,5,High,270,270,1,Value,3.891692708,2.8399,Female,20,99
effortobserve,2349,41029,Value,6,Medium,100,100,1,Value,2.841848958,1.497,Female,20,99
effortobserve,2349,41029,Value,7,High,270,270,1,Value,3.846015625,0.8488,Female,20,99
effortobserve,2349,41029,Value,8,Medium,100,100,1,Value,2.8428125,1.3369,Female,20,99
effortobserve,2349,41029,Value,9,Low,30,30,1,Value,1.2459375,0.8279,Female,20,99
effortobserve,2349,41029,Value,10,Medium,100,100,1,Value,2.915703125,2.6031,Female,20,99
effortobserve,2349,41029,Value,11,Low,30,30,1,Value,1.459166667,1.1434,Female,20,99
effortobserve,2349,41029,Value,12,High,270,270,1,Value,3.74203125,1.1039,Female,20,99
effortobserve,2349,41029,Value,13,Medium,100,100,1,Value,3.038203125,0.9346,Female,20,99
effortobserve,2349,41029,Value,14,High,270,270,1,Value,4.000494792,0.9029,Female,20,99
effortobserve,2349,41029,Value,15,Low,30,30,1,Value,1.53390625,1.4131,Female,20,99
