perspective,id,rt,gender,nasa_tlx,effort_steps,condition,trial,effort_level,rating,steps_req,age,adjusted_overall,experiment_name,effort_ans,scale_type
Observe,31581,0.924,Male,60,30,Value,15,Low,1.004938272,NA,21,NA,effortobserve,30,Value
Observe,31581,2.071,Male,60,270,Value,16,High,1.044444444,NA,21,NA,effortobserve,270,Value
Observe,31581,1.172,Male,60,30,Value,17,Low,1.039506173,NA,21,NA,effortobserve,30,Value
Observe,31581,1.178,Male,60,100,Value,18,Medium,1.004938272,NA,21,NA,effortobserve,100,Value
Observe,31816,4.1888,Female,166,30,Liking,1,Low,3,NA,20,NA,effortobserve,30,Liking
Observe,31816,2.2191,Female,166,100,Liking,2,Medium,4.856790425,NA,20,NA,effortobserve,100,Liking
Observe,31816,2.02,Female,166,270,Liking,3,High,2.590123683,NA,20,NA,effortobserve,270,Liking
Observe,31816,1.5027,Female,166,30,Liking,4,Low,2.348148299,NA,20,NA,effortobserve,30,Liking
Observe,31816,1.6679,Female,166,270,Liking,5,High,3.612345754,NA,20,NA,effortobserve,270,Liking
Observe,31816,1.3186,Female,166,100,Liking,6,Medium,1.256790161,NA,20,NA,effortobserve,100,Liking
Observe,31816,1.4538,Female,166,270,Liking,7,High,4.437036962,NA,20,NA,effortobserve,270,Liking
Observe,31816,1.349,Female,166,100,Liking,8,Medium,2.466666893,NA,20,NA,effortobserve,100,Liking
Observe,31816,1.6002,Female,166,30,Liking,9,Low,1.612345754,NA,20,NA,effortobserve,30,Liking
Observe,31816,1.3857,Female,166,100,Liking,10,Medium,1.518518519,NA,20,NA,effortobserve,100,Liking
Observe,31816,1.4162,Female,166,30,Liking,11,Low,2.209876543,NA,20,NA,effortobserve,30,Liking
Observe,31816,2.0615,Female,166,270,Liking,12,High,2.723456865,NA,20,NA,effortobserve,270,Liking
Observe,31816,1.8019,Female,166,100,Liking,13,Medium,1.735802544,NA,20,NA,effortobserve,30,Liking
Observe,31816,1.7626,Female,166,270,Liking,14,High,3.711111186,NA,20,NA,effortobserve,270,Liking
Observe,31816,1.8331,Female,166,30,Liking,15,Low,1.676543436,NA,20,NA,effortobserve,30,Liking
Observe,31816,1.6845,Female,166,270,Liking,16,High,2.550617359,NA,20,NA,effortobserve,270,Liking
Observe,31816,1.3469,Female,166,30,Liking,17,Low,1.592592593,NA,20,NA,effortobserve,30,Liking
Observe,31816,1.2033,Female,166,100,Liking,18,Medium,1.562963038,NA,20,NA,effortobserve,100,Liking
Observe,31940,4.6352,Female,115,30,Value,1,Low,3.003703704,NA,22,NA,effortobserve,30,Value
Observe,31940,1.9909,Female,115,100,Value,2,Medium,3.985185185,NA,22,NA,effortobserve,100,Value
Observe,31940,1.9042,Female,115,270,Value,3,High,2.977777778,NA,22,NA,effortobserve,270,Value
Observe,31940,4.6709,Female,115,30,Value,4,Low,2.977777778,NA,22,NA,effortobserve,30,Value
Observe,31940,1.2255,Female,115,270,Value,5,High,3.022222222,NA,22,NA,effortobserve,270,Value
Observe,31940,0.9101,Female,115,100,Value,6,Medium,1.1,NA,22,NA,effortobserve,100,Value
Observe,31940,0.8864,Female,115,270,Value,7,High,2.959259259,NA,22,NA,effortobserve,270,Value
Observe,31940,1.4179,Female,115,100,Value,8,Medium,1.051851852,NA,22,NA,effortobserve,100,Value
Observe,31940,0.8697,Female,115,30,Value,9,Low,3.018518519,NA,22,NA,effortobserve,30,Value
Observe,31940,2.1847,Female,115,100,Value,10,Medium,1.092592593,NA,22,NA,effortobserve,100,Value
Observe,31940,0.7061,Female,115,30,Value,11,Low,3.018518519,NA,22,NA,effortobserve,30,Value
Observe,31940,0.6239,Female,115,270,Value,12,High,2.996296296,NA,22,NA,effortobserve,270,Value
Observe,31940,1.8757,Female,115,100,Value,13,Medium,1.051851852,NA,22,NA,effortobserve,100,Value
Observe,31940,4.5033,Female,115,270,Value,14,High,2.792592593,NA,22,NA,effortobserve,270,Value
Observe,31940,1.8211,Female,115,30,Value,15,Low,2.937037037,NA,22,NA,effortobserve,30,Value
Observe,31940,2.1362,Female,115,270,Value,16,High,2.788888889,NA,22,NA,effortobserve,270,Value
Observe,31940,5.1382,Female,115,30,Value,17,Low,1,NA,22,NA,effortobserve,30,Value
Observe,31940,2.793,Female,115,100,Value,18,Medium,1.003703704,NA,22,NA,effortobserve,30,Value
Observe,32132,6.5259,Male,198,30,Value,1,Low,2.980246914,NA,21,NA,effortobserve,30,Value
Observe,32132,3.3242,Male,198,100,Value,2,Medium,4.017283951,NA,21,NA,effortobserve,100,Value
Observe,32132,1.7952,Male,198,270,Value,3,High,4.930864198,NA,21,NA,effortobserve,270,Value
Observe,32132,1.5283,Male,198,30,Value,4,Low,1.933333333,NA,21,NA,effortobserve,30,Value
Observe,32132,1.9985,Male,198,270,Value,5,High,4.032098765,NA,21,NA,effortobserve,270,Value
Observe,32132,2.1209,Male,198,100,Value,6,Medium,3.014814815,NA,21,NA,effortobserve,100,Value
Observe,32132,1.1883,Male,198,270,Value,7,High,3.92345679,NA,21,NA,effortobserve,270,Value
Observe,32132,0.7053,Male,198,100,Value,8,Medium,2.990123457,NA,21,NA,effortobserve,100,Value
Observe,32132,0.6997,Male,198,30,Value,9,Low,2.061728395,NA,21,NA,effortobserve,30,Value
Observe,32132,3.7492,Male,198,100,Value,10,Medium,2.545679012,NA,21,NA,effortobserve,100,Value
Observe,32132,3.239,Male,198,30,Value,11,Low,1.735802469,NA,21,NA,effortobserve,30,Value
Observe,32132,2.0488,Male,198,270,Value,12,High,4.6,NA,21,NA,effortobserve,270,Value
Observe,32132,3.9864,Male,198,100,Value,13,Medium,3.128395062,NA,21,NA,effortobserve,100,Value
Observe,32132,1.3332,Male,198,270,Value,14,High,4.486419753,NA,21,NA,effortobserve,270,Value
Observe,32132,2.3571,Male,198,30,Value,15,Low,1.533333333,NA,21,NA,effortobserve,30,Value
Observe,32132,1.4448,Male,198,270,Value,16,High,4.17037037,NA,21,NA,effortobserve,270,Value
Observe,32132,0.804,Male,198,30,Value,17,Low,1.503703704,NA,21,NA,effortobserve,30,Value
Observe,32132,3.4868,Male,198,100,Value,18,Medium,2.733333333,NA,21,NA,effortobserve,100,Value
Observe,32685,6.5451,Female,219,30,Value,1,Low,3.021967593,NA,20,NA,effortobserve,30,Value
Observe,32685,4.6227,Female,219,100,Value,2,Medium,1.000787037,NA,20,NA,effortobserve,100,Value
Observe,32685,6.8559,Female,219,270,Value,3,High,2.669074074,NA,20,NA,effortobserve,270,Value
Observe,32685,3.4823,Female,219,30,Value,4,Low,2.999930556,NA,20,NA,effortobserve,30,Value
Observe,32685,2.2923,Female,219,270,Value,5,High,2.693055556,NA,20,NA,effortobserve,270,Value
Observe,32685,2.6786,Female,219,100,Value,6,Medium,1.014467593,NA,20,NA,effortobserve,100,Value
Observe,32685,1.8728,Female,219,270,Value,7,High,2.715648148,NA,20,NA,effortobserve,270,Value
Observe,32685,1.9775,Female,219,100,Value,8,Medium,1.009212963,NA,20,NA,effortobserve,100,Value
Observe,32685,1.8297,Female,219,30,Value,9,Low,2.987638889,NA,20,NA,effortobserve,30,Value
Observe,32685,1.8782,Female,219,100,Value,10,Medium,1.03224537,NA,20,NA,effortobserve,100,Value
Observe,32685,2.7075,Female,219,30,Value,11,Low,2.987337963,NA,20,NA,effortobserve,30,Value
Observe,32685,1.4791,Female,219,270,Value,12,High,2.737569444,NA,20,NA,effortobserve,270,Value
Observe,32685,1.1818,Female,219,100,Value,13,Medium,1.01625,NA,20,NA,effortobserve,100,Value
Observe,32685,2.7431,Female,219,270,Value,14,High,2.732523148,NA,20,NA,effortobserve,270,Value
Observe,32685,1.5785,Female,219,30,Value,15,Low,2.982592593,NA,20,NA,effortobserve,30,Value
Observe,32685,1.6406,Female,219,270,Value,16,High,2.816828704,NA,20,NA,effortobserve,270,Value
Observe,32685,2.131,Female,219,30,Value,17,Low,3.010625,NA,20,NA,effortobserve,30,Value
Observe,32685,3.9781,Female,219,100,Value,18,Medium,1.00525463,NA,20,NA,effortobserve,100,Value
Observe,33035,14.9585,Male,152,30,Value,1,Low,1.977777778,NA,21,NA,effortobserve,30,Value
Observe,33035,10.8108,Male,152,100,Value,2,Medium,2.6,NA,21,NA,effortobserve,100,Value
Observe,33035,2.7051,Male,152,270,Value,3,High,3.197530864,NA,21,NA,effortobserve,270,Value
Observe,33035,1.4367,Male,152,30,Value,4,Low,1.958024691,NA,21,NA,effortobserve,30,Value
Observe,33035,7.6159,Male,152,270,Value,5,High,2.362962963,NA,21,NA,effortobserve,270,Value
Observe,33035,3.2158,Male,152,100,Value,6,Medium,1.641975309,NA,21,NA,effortobserve,100,Value
Observe,33035,5.9138,Male,152,270,Value,7,High,2.081481481,NA,21,NA,effortobserve,270,Value
Observe,33035,3.1772,Male,152,100,Value,8,Medium,2.609876543,NA,21,NA,effortobserve,100,Value
Observe,33035,0.5753,Male,152,30,Value,9,Low,1.641975309,NA,21,NA,effortobserve,30,Value
Observe,33035,0.8245,Male,152,100,Value,10,Medium,2.017283951,NA,21,NA,effortobserve,100,Value
Observe,33035,1.7712,Male,152,30,Value,11,Low,1.548148148,NA,21,NA,effortobserve,30,Value
Observe,33035,1.7698,Male,152,270,Value,12,High,2.792592593,NA,21,NA,effortobserve,270,Value
Observe,33035,1.8122,Male,152,100,Value,13,Medium,2.674074074,NA,21,NA,effortobserve,100,Value
Observe,33035,0.8085,Male,152,270,Value,14,High,2.585185185,NA,21,NA,effortobserve,270,Value
Observe,33035,4.594,Male,152,30,Value,15,Low,1.533333333,NA,21,NA,effortobserve,30,Value
Observe,33035,2.7145,Male,152,270,Value,16,High,2.402469136,NA,21,NA,effortobserve,270,Value
Observe,33035,2.0546,Male,152,30,Value,17,Low,1.42962963,NA,21,NA,effortobserve,30,Value
Observe,33035,3.9847,Male,152,100,Value,18,Medium,1.745679012,NA,21,NA,effortobserve,100,Value
Observe,33392,3.2796,Female,103,30,Value,1,Low,1.021527778,NA,20,NA,effortobserve,30,Value
Observe,33392,2.0684,Female,103,100,Value,2,Medium,1.570833333,NA,20,NA,effortobserve,100,Value
Observe,33392,2.2828,Female,103,270,Value,3,High,1.996805556,NA,20,NA,effortobserve,270,Value
Observe,33392,1.6548,Female,103,30,Value,4,Low,1.011828704,NA,20,NA,effortobserve,30,Value
Observe,33392,4.7114,Female,103,270,Value,5,High,1.964930556,NA,20,NA,effortobserve,270,Value
Observe,33392,1.1124,Female,103,100,Value,6,Medium,1.518981481,NA,20,NA,effortobserve,100,Value
Observe,33392,3.3261,Female,103,270,Value,7,High,1.944884259,NA,20,NA,effortobserve,270,Value
Observe,33392,2.0867,Female,103,100,Value,8,Medium,1.280347222,NA,20,NA,effortobserve,100,Value
Observe,33392,1.1212,Female,103,30,Value,9,Low,1.011805556,NA,20,NA,effortobserve,30,Value
Observe,33392,1.4638,Female,103,100,Value,10,Medium,1.523518519,NA,20,NA,effortobserve,100,Value
Observe,33392,0.8834,Female,103,30,Value,11,Low,1.002847222,NA,20,NA,effortobserve,30,Value
Observe,33392,1.4227,Female,103,270,Value,12,High,1.892962963,NA,20,NA,effortobserve,270,Value
Observe,33392,1.2955,Female,103,100,Value,13,Medium,1.576921296,NA,20,NA,effortobserve,100,Value
Observe,33392,1.1272,Female,103,270,Value,14,High,2.100231481,NA,20,NA,effortobserve,270,Value
Observe,33392,1.6294,Female,103,30,Value,15,Low,1.002291667,NA,20,NA,effortobserve,30,Value
Observe,33392,2.1412,Female,103,270,Value,16,High,1.990902778,NA,20,NA,effortobserve,270,Value
Observe,33392,5.1416,Female,103,30,Value,17,Low,1.164398148,NA,20,NA,effortobserve,30,Value
Observe,33392,1.4978,Female,103,100,Value,18,Medium,1.98650463,NA,20,NA,effortobserve,100,Value
Observe,33461,6.7196,Female,113,30,Liking,1,Low,2.977546296,NA,21,NA,effortobserve,30,Liking
Observe,33461,1.8083,Female,113,100,Liking,2,Medium,3.977222222,NA,21,NA,effortobserve,100,Liking
Observe,33461,2.6359,Female,113,270,Liking,3,High,3.962893519,NA,21,NA,effortobserve,270,Liking
Observe,33461,2.4453,Female,113,30,Liking,4,Low,1,NA,21,NA,effortobserve,30,Liking
Observe,33461,1.4262,Female,113,270,Liking,5,High,1.933449074,NA,21,NA,effortobserve,270,Liking
Observe,33461,1.6563,Female,113,100,Liking,6,Medium,3.174861111,NA,21,NA,effortobserve,100,Liking
Observe,33461,1.2241,Female,113,270,Liking,7,High,1.519212963,NA,21,NA,effortobserve,270,Liking
Observe,33461,2.1803,Female,113,100,Liking,8,Medium,3.012847222,NA,21,NA,effortobserve,100,Liking
Observe,33461,1.3856,Female,113,30,Liking,9,Low,3.479953704,NA,21,NA,effortobserve,30,Liking
Observe,33461,0.6939,Female,113,100,Liking,10,Medium,3.029722222,NA,21,NA,effortobserve,100,Liking
Observe,33461,1.5416,Female,113,30,Liking,11,Low,1.151342593,NA,21,NA,effortobserve,30,Liking
Observe,33461,1.2235,Female,113,270,Liking,12,High,4.281689815,NA,21,NA,effortobserve,270,Liking
Observe,33461,1.0321,Female,113,100,Liking,13,Medium,4.993564815,NA,21,NA,effortobserve,100,Liking
Observe,33461,2.4378,Female,113,270,Liking,14,High,2.099212963,NA,21,NA,effortobserve,270,Liking
Observe,33461,1.1255,Female,113,30,Liking,15,Low,3.237083333,NA,21,NA,effortobserve,30,Liking
Observe,33461,1.9597,Female,113,270,Liking,16,High,4.405,NA,21,NA,effortobserve,270,Liking
Observe,33461,1.4865,Female,113,30,Liking,17,Low,1.691597222,NA,21,NA,effortobserve,30,Liking
Observe,33461,1.2025,Female,113,100,Liking,18,Medium,3.712407407,NA,21,NA,effortobserve,100,Liking
Observe,33558,4.4532,Male,251,30,Liking,1,Low,3.316049458,NA,21,NA,effortobserve,30,Liking
Observe,33558,3.6041,Male,251,100,Liking,2,Medium,1.849382942,NA,21,NA,effortobserve,100,Liking
Observe,33558,0.8408,Male,251,270,Liking,3,High,4.614814664,NA,21,NA,effortobserve,270,Liking
Observe,33558,1.2674,Male,251,30,Liking,4,Low,4.244444671,NA,21,NA,effortobserve,30,Liking
Observe,33558,0.8518,Male,251,270,Liking,5,High,4.920988106,NA,21,NA,effortobserve,270,Liking
Observe,33558,0.7865,Male,251,100,Liking,6,Medium,4.496296447,NA,21,NA,effortobserve,100,Liking
Observe,33558,0.8798,Male,251,270,Liking,7,High,2.377777853,NA,21,NA,effortobserve,270,Liking
Observe,33558,0.9482,Male,251,100,Liking,8,Medium,1.088888851,NA,21,NA,effortobserve,100,Liking
Observe,33558,1.6948,Male,251,30,Liking,9,Low,1.237036999,NA,21,NA,effortobserve,30,Liking
Observe,33558,0.5191,Male,251,100,Liking,10,Medium,3.320987654,NA,21,NA,effortobserve,100,Liking
Observe,33558,0.4878,Male,251,30,Liking,11,Low,3.177777702,NA,21,NA,effortobserve,30,Liking
Observe,33558,0.6271,Male,251,270,Liking,12,High,4.511111036,NA,21,NA,effortobserve,270,Liking
Observe,33558,0.4998,Male,251,100,Liking,13,Medium,4.935802318,NA,21,NA,effortobserve,100,Liking
Observe,33558,0.92490000000000006,Male,251,270,Liking,14,High,4.87654321,NA,21,NA,effortobserve,270,Liking
Observe,33558,1.4379,Male,251,30,Liking,15,Low,2.422222373,NA,21,NA,effortobserve,30,Liking
Observe,33558,0.6606,Male,251,270,Liking,16,High,2.728395062,NA,21,NA,effortobserve,270,Liking
Observe,33558,2.2017,Male,251,30,Liking,17,Low,3.21234583,NA,21,NA,effortobserve,30,Liking
Observe,33558,0.71,Male,251,100,Liking,18,Medium,3.632098916,NA,21,NA,effortobserve,100,Liking
Observe,33954,5.0306,Female,141,30,Liking,1,Low,2.086419753,NA,21,NA,effortobserve,30,Liking
Observe,33954,2.0821,Female,141,100,Liking,2,Medium,1.962962963,NA,21,NA,effortobserve,100,Liking
Observe,33954,0.7885,Female,141,270,Liking,3,High,3.617283951,NA,21,NA,effortobserve,270,Liking
Observe,33954,1.6686,Female,141,30,Liking,4,Low,2.274074225,NA,21,NA,effortobserve,30,Liking
Observe,33954,0.6311,Female,141,270,Liking,5,High,4.491358251,NA,21,NA,effortobserve,270,Liking
Observe,33954,1.1415,Female,141,100,Liking,6,Medium,1.261728357,NA,21,NA,effortobserve,100,Liking
Observe,33954,1.6448,Female,141,270,Liking,7,High,1,NA,21,NA,effortobserve,270,Liking
Observe,33954,1.8487,Female,141,100,Liking,8,Medium,1.730864348,NA,21,NA,effortobserve,100,Liking
Observe,33954,0.6058,Female,141,30,Liking,9,Low,1.276543323,NA,21,NA,effortobserve,30,Liking
Observe,33954,0.573,Female,141,100,Liking,10,Medium,1.325926039,NA,21,NA,effortobserve,100,Liking
Observe,33954,0.9132,Female,141,30,Liking,11,Low,1.177777891,NA,21,NA,effortobserve,30,Liking
Observe,33954,1.5469,Female,141,270,Liking,12,High,1.074074074,NA,21,NA,effortobserve,270,Liking
Observe,33954,0.4956,Female,141,100,Liking,13,Medium,3.217284026,NA,21,NA,effortobserve,100,Liking
Observe,33954,0.7428,Female,141,270,Liking,14,High,1.780247064,NA,21,NA,effortobserve,270,Liking
Observe,33954,0.5264,Female,141,30,Liking,15,Low,1.903703854,NA,21,NA,effortobserve,30,Liking
Observe,33954,0.4752,Female,141,270,Liking,16,High,2.841975459,NA,21,NA,effortobserve,270,Liking
Observe,33954,0.4828,Female,141,30,Liking,17,Low,1.04444452,NA,21,NA,effortobserve,30,Liking
Observe,33954,0.6597,Female,141,100,Liking,18,Medium,1.04444452,NA,21,NA,effortobserve,100,Liking
Observe,33966,4.7482,Female,203,30,Liking,1,Low,3.005733507,NA,21,NA,effortobserve,30,Liking
Observe,33966,2.1408,Female,203,100,Liking,2,Medium,3.465263672,NA,21,NA,effortobserve,100,Liking
Observe,33966,0.8078,Female,203,270,Liking,3,High,1.860775825,NA,21,NA,effortobserve,270,Liking
Observe,33966,1.3915,Female,203,30,Liking,4,Low,2.781634115,NA,21,NA,effortobserve,30,Liking
Observe,33966,0.9912,Female,203,270,Liking,5,High,3.966291233,NA,21,NA,effortobserve,270,Liking
Observe,33966,1.1734,Female,203,100,Liking,6,Medium,4.485480686,NA,21,NA,effortobserve,100,Liking
Observe,33966,0.589,Female,203,270,Liking,7,High,1.803607133,NA,21,NA,effortobserve,270,Liking
Observe,33966,1.3071,Female,203,100,Liking,8,Medium,2.931729962,NA,21,NA,effortobserve,100,Liking
Observe,33966,0.8417,Female,203,30,Liking,9,Low,3.505530237,NA,21,NA,effortobserve,30,Liking
Observe,33966,1.0903,Female,203,100,Liking,10,Medium,4.349168475,NA,21,NA,effortobserve,100,Liking
Observe,33966,1.2738,Female,203,30,Liking,11,Low,4.958946759,NA,21,NA,effortobserve,30,Liking
Observe,33966,0.7733,Female,203,270,Liking,12,High,3.921191406,NA,21,NA,effortobserve,270,Liking
Observe,33966,0.6881,Female,203,100,Liking,13,Medium,3.526993996,NA,21,NA,effortobserve,100,Liking
Observe,33966,0.7217,Female,203,270,Liking,14,High,4.983942419,NA,21,NA,effortobserve,270,Liking
Observe,33966,1.6242,Female,203,30,Liking,15,Low,2.335562789,NA,21,NA,effortobserve,30,Liking
Observe,33966,0.6569,Female,203,270,Liking,16,High,1.681752568,NA,21,NA,effortobserve,270,Liking
Observe,33966,0.7746,Female,203,30,Liking,17,Low,4.966422888,NA,21,NA,effortobserve,30,Liking
Observe,33966,0.7585,Female,203,100,Liking,18,Medium,3.454492911,NA,21,NA,effortobserve,100,Liking
Observe,34331,6.466,Female,161,30,Liking,1,Low,1.962962963,NA,21,NA,effortobserve,30,Liking
Observe,34331,2.573,Female,161,100,Liking,2,Medium,1.962962963,NA,21,NA,effortobserve,100,Liking
Observe,34331,1.472,Female,161,270,Liking,3,High,3.069135802,NA,21,NA,effortobserve,270,Liking
Observe,34331,1.057,Female,161,30,Liking,4,Low,3.720987654,NA,21,NA,effortobserve,30,Liking
Observe,34331,1.088,Female,161,270,Liking,5,High,3.409876543,NA,21,NA,effortobserve,270,Liking
Observe,34331,1.441,Female,161,100,Liking,6,Medium,4.461728395,NA,21,NA,effortobserve,100,Liking
Observe,34331,1.106,Female,161,270,Liking,7,High,3.024691358,NA,21,NA,effortobserve,270,Liking
Observe,34331,0.939,Female,161,100,Liking,8,Medium,4.935802469,NA,21,NA,effortobserve,100,Liking
Observe,34331,0.873,Female,161,30,Liking,9,Low,3.997530864,NA,21,NA,effortobserve,30,Liking
Observe,34331,1.742,Female,161,100,Liking,10,Medium,3.666666667,NA,21,NA,effortobserve,100,Liking
Observe,34331,1.954,Female,161,30,Liking,11,Low,4.362962963,NA,21,NA,effortobserve,30,Liking
Observe,34331,1.007,Female,161,270,Liking,12,High,4.555555556,NA,21,NA,effortobserve,270,Liking
Observe,34331,0.923,Female,161,100,Liking,13,Medium,4.279012346,NA,21,NA,effortobserve,100,Liking
Observe,34331,0.856,Female,161,270,Liking,14,High,4.081481481,NA,21,NA,effortobserve,270,Liking
Observe,34331,1.207,Female,161,30,Liking,15,Low,4.04691358,NA,21,NA,effortobserve,30,Liking
Observe,34331,1.073,Female,161,270,Liking,16,High,3.222222222,NA,21,NA,effortobserve,270,Liking
Observe,34331,1.072,Female,161,30,Liking,17,Low,4.97037037,NA,21,NA,effortobserve,30,Liking
Observe,34331,0.79,Female,161,100,Liking,18,Medium,3.987654321,NA,21,NA,effortobserve,100,Liking
Observe,34396,3.8124,Female,62,30,Liking,1,Low,4.923101852,NA,21,NA,effortobserve,30,Liking
Observe,34396,4.3237,Female,62,100,Liking,2,Medium,4.98375,NA,21,NA,effortobserve,100,Liking
Observe,34396,3.8196,Female,62,270,Liking,3,High,2.875347222,NA,21,NA,effortobserve,270,Liking
Observe,34396,2.8745,Female,62,30,Liking,4,Low,4.016365741,NA,21,NA,effortobserve,30,Liking
Observe,34396,1.6239,Female,62,270,Liking,5,High,4.963935185,NA,21,NA,effortobserve,270,Liking
Observe,34396,1.4262,Female,62,100,Liking,6,Medium,3.023634259,NA,21,NA,effortobserve,100,Liking
Observe,34396,3.3817,Female,62,270,Liking,7,High,1.991782407,NA,21,NA,effortobserve,270,Liking
Observe,34396,1.8231,Female,62,100,Liking,8,Medium,2.02599537,NA,21,NA,effortobserve,100,Liking
Observe,34396,2.888,Female,62,30,Liking,9,Low,3.971087963,NA,21,NA,effortobserve,30,Liking
Observe,34396,2.3079,Female,62,100,Liking,10,Medium,3.011388889,NA,21,NA,effortobserve,100,Liking
Observe,34396,4.7558,Female,62,30,Liking,11,Low,1.665555556,NA,21,NA,effortobserve,30,Liking
Observe,34396,1.859,Female,62,270,Liking,12,High,3.592546296,NA,21,NA,effortobserve,270,Liking
Observe,34396,1.3401,Female,62,100,Liking,13,Medium,3.515717593,NA,21,NA,effortobserve,100,Liking
Observe,34396,2.0737,Female,62,270,Liking,14,High,2.51525463,NA,21,NA,effortobserve,270,Liking
Observe,34396,0.9226,Female,62,30,Liking,15,Low,1.281319444,NA,21,NA,effortobserve,30,Liking
Observe,34396,1.4288,Female,62,270,Liking,16,High,1.754907407,NA,21,NA,effortobserve,270,Liking
Observe,34396,0.8186,Female,62,30,Liking,17,Low,4.239467593,NA,21,NA,effortobserve,30,Liking
Observe,34396,0.6862,Female,62,100,Liking,18,Medium,4.564328704,NA,21,NA,effortobserve,100,Liking
Observe,34447,7.6628,Female,166,30,Value,1,Low,1.006666667,NA,20,NA,effortobserve,30,Value
Observe,34447,4.8971,Female,166,100,Value,2,Medium,1.116736111,NA,20,NA,effortobserve,100,Value
Observe,34447,2.3509,Female,166,270,Value,3,High,2.724861111,NA,20,NA,effortobserve,270,Value
Observe,34447,2.0319,Female,166,30,Value,4,Low,1.929467593,NA,20,NA,effortobserve,30,Value
Observe,34447,0.9649,Female,166,270,Value,5,High,2.738587963,NA,20,NA,effortobserve,270,Value
Observe,34447,1.962,Female,166,100,Value,6,Medium,1.129236111,NA,20,NA,effortobserve,100,Value
Observe,34447,5.316,Female,166,270,Value,7,High,1.085277778,NA,20,NA,effortobserve,270,Value
Observe,34447,2.3646,Female,166,100,Value,8,Medium,1.754097222,NA,20,NA,effortobserve,100,Value
Observe,34447,2.0489,Female,166,30,Value,9,Low,2.99625,NA,20,NA,effortobserve,30,Value
Observe,34447,0.8396,Female,166,100,Value,10,Medium,1.161527778,NA,20,NA,effortobserve,30,Value
Observe,34447,0.5654,Female,166,30,Value,11,Low,3.297847222,NA,20,NA,effortobserve,30,Value
Observe,34447,1.6614,Female,166,270,Value,12,High,2.360763889,NA,20,NA,effortobserve,270,Value
Observe,34447,1.7846,Female,166,100,Value,13,Medium,2.496782407,NA,20,NA,effortobserve,100,Value
Observe,34447,1.2624,Female,166,270,Value,14,High,2.538449074,NA,20,NA,effortobserve,270,Value
Observe,34447,1.7606,Female,166,30,Value,15,Low,2.671041667,NA,20,NA,effortobserve,30,Value
Observe,34447,1.2406,Female,166,270,Value,16,High,2.724074074,NA,20,NA,effortobserve,270,Value
Observe,34447,1.3242,Female,166,30,Value,17,Low,2.795208333,NA,20,NA,effortobserve,30,Value
Observe,34447,1.5141,Female,166,100,Value,18,Medium,2.52525463,NA,20,NA,effortobserve,100,Value
Observe,34564,3.5022,Female,135,30,Value,1,Low,1,NA,21,NA,effortobserve,30,Value
Observe,34564,4.4863,Female,135,100,Value,2,Medium,1.005414472,NA,21,NA,effortobserve,100,Value
Observe,34564,1.8385,Female,135,270,Value,3,High,2.775378375,NA,21,NA,effortobserve,270,Value
Observe,34564,2.5555,Female,135,30,Value,4,Low,1,NA,21,NA,effortobserve,30,Value
Observe,34564,2.3329,Female,135,270,Value,5,High,2.338169256,NA,21,NA,effortobserve,270,Value
Observe,34564,6.1822,Female,135,100,Value,6,Medium,1,NA,21,NA,effortobserve,100,Value
Observe,34564,1.4306,Female,135,270,Value,7,High,2.768991597,NA,21,NA,effortobserve,270,Value
Observe,34564,1.9793,Female,135,100,Value,8,Medium,1.031516569,NA,21,NA,effortobserve,100,Value
Observe,34564,2.1253,Female,135,30,Value,9,Low,1.028878651,NA,21,NA,effortobserve,30,Value
Observe,34564,3.5805,Female,135,100,Value,10,Medium,1.00504432,NA,21,NA,effortobserve,100,Value
Observe,34564,1.2565,Female,135,30,Value,11,Low,1.03894449,NA,21,NA,effortobserve,30,Value
Observe,34564,2.2418,Female,135,270,Value,12,High,2.678861123,NA,21,NA,effortobserve,270,Value
Observe,34564,1.602,Female,135,100,Value,13,Medium,1.002313661,NA,21,NA,effortobserve,100,Value
Observe,34564,2.1439,Female,135,270,Value,14,High,2.646557567,NA,21,NA,effortobserve,270,Value
Observe,34564,2.7906,Female,135,30,Value,15,Low,1.040980892,NA,21,NA,effortobserve,100,Value
Observe,34564,3.8892,Female,135,270,Value,16,High,2.721045362,NA,21,NA,effortobserve,270,Value
Observe,34564,3.6582,Female,135,30,Value,17,Low,1,NA,21,NA,effortobserve,30,Value
Observe,34564,2.3754,Female,135,100,Value,18,Medium,1.033668654,NA,21,NA,effortobserve,100,Value
Observe,34750,5.6226,Female,52,30,Value,1,Low,1,NA,21,NA,effortobserve,30,Value
Observe,34750,1.8584,Female,52,100,Value,2,Medium,1.202469136,NA,21,NA,effortobserve,100,Value
Observe,34750,4.3438,Female,52,270,Value,3,High,1.365432099,NA,21,NA,effortobserve,270,Value
Observe,34750,3.7557,Female,52,30,Value,4,Low,1,NA,21,NA,effortobserve,30,Value
Observe,34750,1.2887,Female,52,270,Value,5,High,1.162962963,NA,21,NA,effortobserve,270,Value
Observe,34750,2.3455,Female,52,100,Value,6,Medium,1.009876543,NA,21,NA,effortobserve,100,Value
Observe,34750,4.648,Female,52,270,Value,7,High,1.207407407,NA,21,NA,effortobserve,270,Value
Observe,34750,2.2912,Female,52,100,Value,8,Medium,1,NA,21,NA,effortobserve,100,Value
